symbol,opm_pct,roce_pct,book_value_per_share,total_equity_cr,equity_share_capital_cr,capital_employed_cr,ebitda_cr_latest,ebit_cr_latest,sales_growth_cagr_pct,sales_growth_years,as_of_date,data_quarters
GTNTEX,1.08,,,,,,0.26,-0.49,279.91,1.0,2021-09-30,6
GTPL,12.83,4.94,101.93,1146.32,,1704.87,113.794,21.043,8.21,4.0,2024-12-31,19
GUFICBIO,17.22,15.12,66.31,664.95,,824.52,35.7878,31.1696,13.71,4.3,2024-12-31,18
GUJALKALI,10.99,0.91,706.85,5190.89,,6539.37,113.16,14.89,11.9,4.3,2024-12-31,18
GUJAPOLLO,73.24,2.64,390.88,506.97,,514.86,4.5643,3.3937,-13.85,4.3,2024-12-31,18
GUJGASLTD,10.09,5.57,267.85,18438.63,,22126.13,437.29,307.86,13.17,4.3,2024-12-31,18
GUJRAFFIA,8.96,,,,,,0.5463,0.1954,-9.82,4.3,2024-12-31,18
GULFOILLUB,17.19,34.47,311.0,1536.32,,1680.88,155.5835,144.8308,20.34,4.3,2024-12-31,18
GULFPETRO,7.72,10.26,69.63,355.01,,362.48,10.4942,9.3011,-4.92,4.3,2024-12-31,18
GULPOLY,4.51,7.75,115.56,718.58,,875.41,27.4718,16.9549,28.69,4.3,2024-12-31,19
GVKPIL,93.12,308.75,,,,99.51,133.38,76.81,-29.07,4.8,2024-12-31,17
GVPTECH,-248.78,-3.1,,82.18,,88.35,-0.6299,-0.684,-92.81,1.5,2024-12-31,7
GVT&D,19.14,27.22,105.07,2690.29,,2847.48,205.48,193.77,,,2024-12-31,2
HAL,33.23,9.24,613.68,41041.12,,88107.22,2311.99,2035.06,8.84,4.3,2024-12-31,17
HAPPSTMNDS,19.63,11.47,112.44,1689.49,,2223.32,73.27,63.75,18.27,4.3,2024-12-31,19
HAPPYFORGE,30.5,16.35,225.56,2128.12,,2177.12,108.0781,88.9674,3.6,1.0,2024-12-31,5
HARDWYN,14.34,6.03,8.32,406.3,,412.1,6.6538,6.2157,12.97,2.8,2024-12-31,12
HARIOMPIPE,13.37,13.21,208.78,646.53,,835.01,40.1082,27.5665,37.73,2.8,2024-12-31,12
HARITASEAT,11.65,,,,,,26.1565,19.5956,,,2020-12-31,1
HARRMALAYA,11.59,20.48,96.79,178.62,,288.82,16.4849,14.7874,7.1,4.3,2024-12-31,18
HARSHA,14.6,9.68,153.96,1401.69,,1629.33,49.49,39.41,6.17,2.0,2024-12-31,9
HATHWAY,43.05,1.39,25.23,4465.1,,4492.75,64.57,15.64,-23.69,4.0,2024-12-31,19
HATSUN,10.77,12.99,87.3,1944.52,,3052.8,216.46,99.12,9.57,4.0,2024-12-31,18
HAVELLS,10.04,15.22,150.74,9455.47,,10161.53,490.83,386.73,17.54,4.3,2024-12-31,19
HAVISHA,23.82,2.58,0.68,20.5,,57.89,0.9611,0.3736,20.82,3.0,2024-12-31,18
HBLENGINE,21.1,14.13,79.88,2214.24,,2375.05,95.0573,83.8699,,,2024-12-31,1
HBLPOWER,23.37,,,,,,121.6313,110.8993,19.13,4.0,2024-09-30,17
HBSL,41.76,,110.03,78.54,,,0.8383,0.7425,16.79,4.0,2024-12-31,18
HCC,17.29,15.7,8.12,2127.15,,3993.43,173.29,156.79,157.31,4.3,2024-12-31,17
HCG,16.68,5.03,89.21,1331.97,,2905.38,93.02,36.5,21.0,4.3,2024-12-31,18
HCL-INSYS,-89.47,,,,,,-5.1,-5.22,-52.21,4.3,2024-12-31,18
HCLTECH,24.55,29.84,277.8,75165.0,,84432.0,7337.0,6298.0,11.55,4.0,2024-12-31,19
HDFC,94.01,,,,,,15681.02,15583.11,11.41,2.5,2023-03-31,10
HDFCAMC,91.72,34.81,215.42,9228.71,,9677.89,857.04,842.18,18.01,4.0,2024-12-31,17
HDIL,-297.68,,,,,,-1.1276,-1.7769,-79.88,4.3,2023-12-31,10
HEADSUP,177.93,6.73,6.94,15.33,,15.33,0.258,0.258,-38.46,2.3,2024-12-31,10
HECPROJECT,10.45,16.87,60.66,65.74,,66.2,2.8769,2.7918,22.9,3.0,2024-12-31,13
HEG,40.02,11.61,246.55,4757.92,,4855.73,191.448,140.891,9.69,4.3,2024-12-31,18
HEIDELBERG,7.86,3.71,60.53,1371.85,,1584.39,42.64,14.7,1.3,4.3,2024-12-31,18
HEMIPROP,-302.98,-0.58,15.22,433.71,,516.08,-0.7229,-0.7439,65.83,2.0,2024-12-31,15
HERANBA,3.75,-0.57,190.37,761.72,,863.48,12.8,-1.23,6.67,3.8,2024-12-31,16
HERCULES,24.76,4.38,216.12,691.57,,753.92,9.4417,8.2523,15.5,3.7,2024-12-31,18
HERITGFOOD,7.49,16.27,118.9,1103.32,,1455.99,76.383,59.22,13.21,4.3,2024-12-31,20
HEROMOTOCO,17.68,27.27,1080.07,21611.19,,23548.26,1814.14,1605.23,1.89,4.3,2024-12-31,18
HESTERBIO,20.36,6.53,423.46,360.24,,525.46,12.87,8.579,3.95,4.3,2024-12-31,17
HEUBACHIND,13.62,,,,,,29.01,23.88,10.18,1.8,2024-12-31,8
HEXATRADEX,77.22,0.18,835.46,4615.51,,5320.11,2.3632,2.3609,135.8,4.0,2024-12-31,18
HEXT,19.06,12.97,111.28,6782.3,,8762.6,321.5,284.1,,,2024-12-31,1
HFCL,17.24,10.51,31.96,4890.75,,5500.79,165.68,144.49,-3.95,4.0,2024-12-31,18
HGINFRA,22.94,15.69,500.99,3265.01,,6471.11,290.144,253.898,25.39,4.3,2024-12-31,18
HGS,22.03,4.23,1787.73,8316.5,,9165.63,234.366,96.836,-5.16,4.3,2024-12-31,19
HIGHWAYS,-24.45,,,,,,-3.858,-3.858,,,2022-09-30,1
HIKAL,16.91,10.08,97.23,1198.8,,1686.5,75.7,42.5,4.83,4.3,2024-12-31,17
HIL,0.39,,,,,,3.12,-33.68,3.22,4.3,2024-12-31,20
HILTON,7.92,6.31,29.35,151.03,,166.6,3.1895,2.6285,50.32,4.3,2024-12-31,18
HIMATSEIDE,20.67,11.75,170.25,2140.74,,3567.58,142.9109,104.7633,14.32,4.3,2024-12-31,18
HINDALCO,11.79,3.96,610.79,136583.0,,231286.0,2804.0,2290.0,-6.22,4.3,2024-12-31,18
HINDCOMPOS,19.75,4.5,775.49,1145.32,,1202.9,16.16,13.53,15.4,4.3,2024-12-31,18
HINDCON,13.51,12.71,,57.09,,58.51,2.0624,1.8588,4.19,3.5,2024-12-31,15
HINDCOPPER,37.65,9.6,34.56,3342.19,,3572.7,123.4,85.77,2.54,4.3,2024-12-31,18
HINDMOTORS,842.37,,,,,,4.97,4.94,17.24,4.3,2024-12-31,19
HINDNATGLS,2.96,,,,,,12.3387,-6.9025,-3.71,4.3,2024-12-31,18
HINDOILEXP,51.4,13.14,104.71,1384.71,,1687.81,75.3178,55.4532,41.8,4.3,2024-12-31,17
HINDPETRO,5.39,17.08,308.09,65556.12,,114855.85,6421.58,4903.86,16.73,4.3,2024-12-31,19
HINDUNILVR,28.03,25.5,207.43,48738.0,,64203.0,4434.0,4093.0,7.46,4.0,2024-12-31,19
HINDWAREAP,6.31,2.32,88.1,736.89,,1195.45,37.49,6.94,-5.13,2.5,2024-12-31,11
HINDZINC,54.69,48.57,53.56,22629.0,,31096.0,4679.0,3776.0,9.13,4.0,2024-12-31,18
HIRECT,10.73,24.05,60.69,208.57,,265.73,18.1272,15.9748,12.89,4.3,2024-12-31,18
HISARMETAL,4.77,9.28,121.74,65.74,,92.22,2.72,2.14,9.65,4.3,2024-12-31,18
HITECH,5.34,9.38,65.78,1333.48,,1464.84,40.6128,34.357,17.63,4.3,2024-12-31,19
HITECHCORP,11.53,5.74,165.72,284.64,,357.53,14.1877,5.1282,-0.06,4.3,2024-12-31,17
HITECHGEAR,14.78,8.44,277.79,522.64,,649.19,29.644,13.693,0.25,4.3,2024-12-31,18
HLEGLAS,11.93,10.38,76.87,533.92,,778.07,27.5713,20.1893,3.84,2.0,2024-12-31,9
HLVLTD,25.83,8.62,7.14,471.03,,504.09,14.91,10.86,137.85,4.3,2024-12-31,18
HMAAGRO,3.98,20.26,18.79,940.78,,969.3,57.976,49.084,36.87,1.8,2024-12-31,8
HMT,-108.98,,,,,,-31.81,-34.12,-6.86,4.3,2024-12-31,19
HMVL,13.03,5.21,215.93,1587.39,,1632.82,25.73,21.26,10.09,4.3,2024-12-31,19
HNDFDS,8.97,10.29,97.51,1165.08,,2037.75,63.86,52.43,21.05,1.5,2024-12-31,7
HOMEFIRST,80.45,8.61,417.58,4356.54,,14976.73,326.569,322.448,39.19,4.0,2024-12-31,18
HONASA,9.03,8.49,43.39,1411.85,,1524.15,42.475,32.3648,3.43,1.3,2024-12-31,6
HONAUT,17.6,15.56,5047.16,4462.7,,4581.3,191.9745,178.1809,8.88,4.3,2024-12-31,18
HONDAPOWER,15.28,12.83,792.04,803.37,,804.29,31.2,25.79,-4.43,4.3,2024-12-31,18
HOTELRUGBY,,,,,,,,,,,2022-09-30,9
HOVS,30.47,,,,,,1.7656,1.5135,23.61,4.3,2024-12-31,17
HPAL,11.35,13.52,20.44,187.75,,189.03,7.5645,6.3876,15.15,3.0,2024-12-31,13
HPIL,5.92,6.54,47.65,54.43,,67.75,1.211,1.1084,14.45,2.0,2024-12-31,9
HPL,14.44,16.13,155.55,1000.2,,1136.55,56.6609,45.8352,13.73,4.3,2024-12-31,18
HSCL,20.41,17.17,93.29,4706.68,,5070.25,232.82,217.6,39.12,4.5,2024-12-31,20
HSIL,14.95,,,,,,95.52,60.68,38.14,1.3,2021-12-31,7
HTMEDIA,9.47,4.24,70.01,1619.52,,2153.11,46.4,22.82,1.11,4.8,2024-12-31,21
HUBTOWN,65.66,6.5,184.91,2627.66,,3698.68,60.71,60.07,49.92,4.3,2024-12-31,18
HUDCO,97.7,,109.77,21975.46,,,2696.78,2694.15,9.77,4.3,2024-12-31,18
HUHTAMAKI,5.15,4.96,171.28,1293.53,,1456.76,31.87,18.05,2.65,4.0,2024-12-31,18
HYBRIDFIN,26.8,2.39,15.0,44.16,,52.94,0.3428,0.3162,20.17,2.0,2024-12-31,10
HYUNDAI,12.73,28.28,246.33,20015.02,,22528.57,2119.9943,1592.6164,,,2024-12-31,2
IBREALEST,-1407.52,-7.7,70.99,9867.93,,15523.93,-295.86,-298.76,-66.34,3.2,2024-03-31,15
IBULHSGFIN,78.44,,,,,,1552.54,1532.7,-6.81,3.5,2024-03-31,15
IBULISL,16.22,,,,,,5.82,-1.89,,,2020-09-30,1
ICDSLTD,104.99,3.4,23.0,29.96,,30.62,0.3493,0.2601,16.92,4.3,2024-12-31,19
ICEMAKE,6.23,8.65,84.28,132.99,,219.26,6.889,4.7395,35.27,4.3,2024-12-31,18
ICIL,13.95,15.46,118.92,2355.3,,3096.18,140.8607,119.6491,10.12,4.0,2024-12-31,18
ICRA,50.48,18.3,1226.87,1180.74,,1241.76,61.0122,56.8231,12.96,4.3,2024-12-31,18
IDEA,44.76,-1.44,,,,151949.0,4935.0,-548.9,0.7,4.3,2024-12-31,16
IDEAFORGE,-52.01,-11.11,138.42,599.04,,614.4,-9.621,-17.059,-66.74,1.5,2024-12-31,8
IDFC,35.49,,,,,,4.22,4.21,-41.15,3.7,2024-06-30,16
IEL,49.42,,,,,,5.96,2.37,-11.58,2.0,2024-12-31,9
IEX,107.67,38.38,15.34,1364.56,,1417.22,141.3765,135.9825,11.57,4.0,2024-12-31,19
IFBAGRO,4.4,7.14,718.8,673.3,,763.25,18.47,13.62,-1.74,4.3,2024-12-31,18
IFBIND,7.34,17.73,245.53,994.86,,1250.4,93.18,55.42,13.63,4.3,2024-12-31,19
IFCI,53.9,,33.2,8944.44,,,246.62,225.76,-8.32,4.3,2024-12-31,17
IFGLEXPOR,5.17,0.5,163.0,1174.91,,1250.22,19.57,1.57,10.67,4.3,2024-12-31,18
IGARASHI,11.44,8.64,148.25,466.63,,508.75,24.11,10.9885,8.27,4.3,2024-12-31,18
IGIL,61.92,39.8,32.62,1409.72,,1545.83,164.1,153.798,,,2024-12-31,1
IGL,11.87,12.15,82.17,11504.44,,12204.92,492.38,370.83,28.22,4.3,2024-12-31,19
IGPL,9.74,9.18,432.83,1332.89,,1653.6,54.3494,37.9669,21.67,4.3,2024-12-31,19
IIFL,46.77,,327.31,13919.96,,,1142.34,1096.69,12.76,4.3,2024-12-31,19
IIFLCAPS,53.05,12.7,98.44,3065.71,,9292.37,309.0841,295.0768,,,2024-12-31,1
IIFLSEC,50.31,,,,,,324.6717,311.3604,36.5,3.7,2024-09-30,17
IIFLWAM,65.84,,,,,,341.29,329.57,6.77,2.0,2022-12-31,8
IITL,84.53,10.69,191.04,430.75,,425.84,11.6836,11.3769,51.67,4.0,2024-12-31,18
IKIO,15.37,7.33,77.91,602.13,,635.68,18.682,11.644,1.67,1.8,2024-12-31,8
IKS,31.72,21.92,167.06,2800.24,,3297.83,208.452,180.695,,,2024-12-31,1
IL&FSENGG,4.97,,,,,,3.3735,1.9104,17.12,4.5,2024-12-31,17
IL&FSTRANS,,,,,,,,,,,2020-03-31,1
IMAGICAA,34.08,2.12,22.16,1254.04,,1544.85,31.3067,8.1842,139.83,4.3,2024-12-31,18
IMFA,22.6,16.81,503.67,2717.52,,3133.53,145.39,131.7,9.48,4.3,2024-12-31,20
IMPAL,10.33,3.45,1849.5,2308.17,,2502.91,21.87,21.57,6.08,4.0,2024-12-31,18
IMPEXFERRO,-76.86,,,,,,-18.804,-20.4542,-0.51,3.5,2024-03-31,15
INCREDIBLE,2.6,6.4,33.6,157.12,,179.2,4.2107,2.8664,-1.42,3.8,2024-12-31,15
INDBANK,36.43,6.34,22.25,98.74,,122.63,2.0529,1.9438,21.29,4.0,2024-12-31,18
INDGN,23.53,16.92,130.61,3138.7,,3534.1,169.5,149.5,263.72,0.8,2024-12-31,4
INDHOTEL,49.22,14.59,91.7,13052.29,,18061.79,725.29,658.83,50.84,4.3,2024-12-31,19
INDIACEM,23.64,5.65,217.8,10124.27,,11827.36,222.43,167.18,-3.4,4.3,2024-12-31,18
INDIAGLYCO,5.34,9.05,437.55,2932.78,,4508.84,129.48,102.01,11.35,4.3,2024-12-31,19
INDIAMART,51.71,21.46,399.51,2400.38,,3259.63,183.2,174.9,20.0,4.3,2024-12-31,20
INDIANCARD,10.11,-0.13,577.31,342.98,,352.15,0.9546,-0.1128,-8.51,4.3,2024-12-31,19
INDIANHUME,10.36,9.02,281.76,1484.36,,1574.26,39.4392,35.5157,7.03,4.3,2024-12-31,17
INDIASHLTR,72.11,10.7,294.06,3198.12,,8091.75,219.3868,216.3996,45.55,1.0,2024-12-31,5
INDIGO,27.41,15.7,180.31,6971.1,,97731.1,6060.7,3835.2,63.4,4.3,2024-12-31,20
INDIGOPNTS,18.4,14.69,242.04,1153.97,,1261.62,60.2686,46.3403,13.07,4.0,2024-12-31,16
INDLMETER,86.36,,,,,,0.7005,-0.6832,-52.52,4.3,2024-12-31,19
INDNIPPON,12.91,9.74,363.08,821.33,,873.24,27.72,21.27,9.84,4.3,2024-12-31,18
INDOAMIN,10.36,18.33,54.05,392.35,,490.31,26.812,22.4744,7.19,2.8,2024-12-31,12
INDOBORAX,38.17,14.07,120.47,386.58,,389.31,14.3151,13.6973,-9.14,2.8,2024-12-31,12
INDOCO,3.38,-3.86,101.9,939.28,,1540.73,13.87,-14.85,5.4,4.3,2024-12-31,19
INDOFARM,15.57,7.9,115.81,556.48,,618.99,14.9719,12.2208,,,2024-12-31,2
INDORAMA,5.95,20.97,19.88,519.17,,1021.25,63.69,53.53,23.44,4.3,2024-12-31,19
INDOSOLAR,23.64,19.44,68.99,287.01,,308.83,24.3532,15.0103,792.07,2.3,2024-12-31,15
INDOSTAR,56.72,8.6,234.16,3782.62,,9505.85,211.68,204.45,3.89,4.3,2024-12-31,18
INDOTECH,17.25,30.84,351.89,373.71,,381.96,30.59,29.45,42.84,4.3,2024-12-31,18
INDOTHAI,30.53,1.88,22.07,283.86,,324.35,1.69,1.5281,-9.55,4.0,2024-12-31,18
INDOUS,23.17,21.21,46.15,92.53,,93.57,5.1367,4.9614,,,2024-09-30,1
INDOWIND,23.63,0.64,19.09,307.41,,345.66,1.2731,0.5544,-11.67,4.3,2024-12-31,18
INDRAMEDCO,17.64,22.44,80.76,740.37,,821.81,57.32,46.11,21.68,4.3,2024-12-31,18
INDSWFTLAB,-8.33,-0.27,159.38,1384.02,,1416.06,-0.7214,-0.9673,-53.67,4.3,2024-12-31,18
INDSWFTLTD,8.31,,,,,,9.9815,4.4152,5.42,4.3,2024-12-31,18
INDTERRAIN,6.12,2.93,36.3,183.92,,220.91,5.93,1.62,23.62,4.3,2024-12-31,18
INDUSFILA,,,,,,,,,,,2024-12-31,1
INDUSTOWER,93.3,35.13,150.33,39645.6,,62313.1,7041.9,5473.4,16.76,4.0,2024-12-31,19
INEOSSTYRO,7.87,,,,,,43.2695,33.7309,18.07,2.0,2022-09-30,9
INFIBEAM,9.48,,,,,,101.42,82.49,57.8,4.3,2024-12-31,17
INFOBEAN,19.18,10.19,42.65,413.55,,455.3,13.11,11.6,22.03,4.3,2024-12-31,20
INFOMEDIA,,,,,,9.12,,,,,2024-12-31,19
INFRATEL,52.61,,,,,,929.1,625.9,,,2020-09-30,1
INFY,27.37,3254.89,2.42,978.6,,1093.0,9555.0,8894.0,12.66,4.0,2024-12-31,19
INGERRAND,28.64,67.73,195.05,615.72,,628.23,110.37,106.38,25.2,4.3,2024-12-31,16
INNOVACAP,16.08,13.63,190.61,1090.79,,1342.8,50.886,45.754,9.34,1.3,2024-12-31,6
INNOVANA,61.07,19.29,131.87,272.45,,328.2,17.6617,15.8275,,,2024-12-31,2
INOXGREEN,46.54,3.42,42.52,1707.11,,1749.76,28.45,14.98,-0.55,2.3,2024-12-31,10
INOXINDIA,25.42,27.49,123.13,1117.61,,1141.04,84.8179,78.4171,14.84,1.0,2024-12-31,5
INOXLEISUR,29.47,,,,,,151.95,73.3,999.0,2.3,2022-12-31,10
INOXWIND,30.28,11.08,36.93,6382.04,,8278.04,275.97,229.4,48.82,4.3,2024-12-31,18
INSECTICID,8.74,7.52,419.41,1220.41,,1259.78,31.2688,23.6877,-5.54,4.3,2024-12-31,17
INSPIRISYS,7.75,11.05,25.29,100.21,,184.32,5.99,5.09,-1.22,4.3,2024-12-31,18
INTEGRA,2.97,,,,,,0.534,0.534,,,2021-12-31,6
INTELLECT,21.97,11.06,228.5,3170.11,,3410.37,133.932,94.29,12.33,4.3,2024-12-31,20
INTENTECH,12.48,6.43,53.62,125.24,,133.41,3.3738,2.1429,13.95,4.3,2024-12-31,18
INTERARCH,11.21,17.1,525.35,881.12,,895.86,40.7699,38.3087,43.22,0.5,2024-12-31,3
INTLCONV,113.42,24.93,66.53,424.33,,467.46,29.59,29.14,-18.86,3.3,2024-12-31,13
INVENTURE,17.46,1.93,2.63,275.89,,375.97,1.9725,1.8121,8.17,4.3,2024-12-31,19
IOC,4.47,7.28,155.45,219517.55,,317749.16,9678.0,5781.86,15.66,4.3,2024-12-31,19
IOLCP,9.73,6.81,61.27,1798.55,,1896.77,50.94,32.28,-0.45,4.3,2024-12-31,18
IONEXCHANG,12.14,16.41,108.93,1339.03,,1766.51,83.82,72.49,12.73,2.8,2024-12-31,12
IPCALAB,21.52,15.29,317.84,8063.81,,10063.26,483.19,384.73,13.76,4.3,2024-12-31,18
IPL,16.98,9.17,87.7,1009.95,,1070.12,29.24,24.52,0.32,3.5,2024-12-31,16
IRB,389.05,41.76,17.34,20948.78,,50274.0,5248.412,5248.412,17.08,4.3,2024-12-31,18
IRCON,8.07,5.1,70.59,6638.64,,14156.07,210.97,180.45,24.18,4.3,2024-12-31,18
IRCTC,38.63,39.96,53.86,4308.53,,4601.75,473.112,459.7659,85.48,4.3,2024-12-31,15
IREDA,93.05,6.7,49.07,13785.42,,93803.36,1580.423,1570.401,35.48,1.0,2024-12-31,6
IRFC,99.46,5.21,43.42,56748.76,,516661.72,6727.07,6725.73,11.77,3.8,2024-12-31,15
IRIS,17.32,10.0,97.58,200.71,,206.59,5.685,5.1643,30.95,3.3,2024-12-31,14
IRISDOREME,18.16,11.1,,141.76,,153.8,6.0611,4.2686,3.14,3.8,2024-12-31,15
IRMENERGY,10.65,7.56,242.95,997.54,,1109.58,29.095,20.98,12.13,1.3,2024-12-31,6
ISEC,73.66,,,,,,1168.02,1128.91,26.45,4.0,2024-12-31,19
ISFT,3.49,5.61,163.26,266.31,,302.65,4.478,4.2414,-6.06,4.3,2024-12-31,18
ISGEC,8.84,8.78,372.17,2736.58,,3729.69,98.95,81.88,-9.35,3.8,2024-12-31,16
ISMTLTD,11.34,,,,,,65.65,46.45,19.45,3.7,2024-06-30,18
ITC,34.19,33.94,57.87,72507.3,,77105.11,6957.76,6541.78,10.82,4.3,2024-12-31,19
ITDC,21.53,28.68,49.29,422.74,,423.26,32.1679,30.3523,49.96,4.3,2024-12-31,19
ITDCEM,9.51,,,,,,213.5728,168.8776,39.05,4.3,2024-12-31,18
ITI,0.93,-0.58,19.79,1905.63,,2085.0,9.6528,-3.0126,22.67,4.3,2024-12-31,18
IVC,54.62,8.0,6.53,205.12,,229.84,4.6549,4.5979,51.24,4.3,2024-12-31,19
IVP,4.73,11.74,152.13,157.09,,158.41,6.12,4.65,19.37,4.3,2024-12-31,18
IVRCLINFRA,-1539.91,,,,,,-7.3654,-8.4916,-60.83,4.3,2024-12-31,18
IWEL,31.5,,,,,,287.26,239.99,42.64,3.8,2024-12-31,16
IXIGO,10.99,4.5,46.71,2046.65,,2126.74,26.566,23.93,66.29,0.8,2024-12-31,5
IZMO,17.89,6.27,273.32,408.97,,418.68,10.4934,6.558,18.53,4.3,2024-12-31,16
JAGRAN,22.19,15.32,92.6,2015.53,,2280.89,114.5931,87.3518,14.62,4.3,2024-12-31,18
JAGSNPHARM,55.85,53.99,41.24,276.17,,288.38,41.34,38.927,6.63,4.3,2024-12-31,19
JAIBALAJI,13.95,30.37,24.75,2257.56,,2429.38,207.41,184.48,20.2,4.3,2024-12-31,20
JAICORPLTD,15.12,4.25,84.98,1491.48,,1525.85,19.06,16.23,1.46,4.3,2024-12-31,19
JAIPURKURT,15.4,10.01,30.28,52.27,,60.64,2.0667,1.5181,-7.89,3.3,2024-12-31,10
JAMNAAUTO,13.89,21.52,28.69,1147.1,,1189.79,78.1274,64.0005,29.63,4.3,2024-12-31,18
JASH,23.25,26.55,82.52,519.07,,578.56,42.0106,38.3972,30.0,4.3,2024-12-31,18
JAYAGROGN,4.79,13.5,203.36,610.07,,682.26,27.7938,23.0333,10.08,4.3,2024-12-31,18
JAYBARMARU,6.15,4.81,64.31,696.12,,1253.79,36.3308,15.0712,10.13,4.3,2024-12-31,19
JAYNECOIND,16.12,18.09,29.26,2841.36,,4259.25,267.04,192.6,15.26,4.3,2024-12-31,19
JAYSREETEA,14.23,23.93,137.18,396.13,,463.56,33.4,27.73,-2.84,4.3,2024-12-31,19
JBCHEPHARM,27.65,19.32,259.05,4159.22,,4377.48,252.56,211.38,18.52,4.3,2024-12-31,18
JBFIND,-72.16,,,,,,-1.4,-1.4,-79.84,3.0,2024-12-31,19
JBMA,13.81,21.24,65.04,1538.27,,2794.51,192.83,148.37,26.3,4.3,2024-12-31,19
JCHAC,3.34,,,,,,14.42,-2.39,8.09,4.3,2024-12-31,18
JETAIRWAYS,-36.39,,,,,,-13.67,-50.01,-40.71,4.0,2023-06-30,17
JETFREIGHT,5.28,20.29,15.34,71.18,,87.29,4.9917,4.4285,-10.16,3.0,2024-12-31,13
JGCHEM,12.26,17.82,134.85,528.42,,543.56,25.6281,24.2138,20.79,0.8,2024-12-31,4
JHS,2.31,-3.18,19.98,174.67,,182.61,0.5224,-1.4524,-7.57,4.3,2024-12-31,18
JIKIND,-25.23,,,,,,-0.0278,-0.0281,86.77,3.7,2024-06-30,17
JINDALPHOT,75.0,,995.58,1021.27,,,0.36,0.34,91.95,4.3,2024-12-31,18
JINDALPOLY,7.46,2.47,932.33,4082.31,,7931.5,102.3254,49.0021,5.52,4.3,2024-12-31,18
JINDALSAW,18.24,20.92,197.21,12574.24,,15498.52,961.37,810.72,26.6,4.3,2024-12-31,19
JINDALSTEL,18.81,7.6,500.24,50898.91,,79613.75,2210.24,1512.18,6.5,4.3,2024-12-31,18
JINDCOT,1394300.0,,,,,,8.3658,8.3622,-93.84,3.2,2024-06-30,17
JINDRILL,39.79,13.16,628.08,1820.23,,2091.33,95.28,68.83,27.08,4.3,2024-12-31,18
JINDWORLD,8.16,18.15,8.58,860.39,,917.15,50.9502,41.6258,11.91,4.3,2024-12-31,18
JIOFIN,75.61,0.25,210.69,133853.59,,163399.97,103.86,100.75,-69.47,1.3,2024-12-31,7
JISLDVREQS,13.05,6.34,79.76,5850.11,,7214.61,177.54,114.39,1.67,4.3,2024-12-31,20
JISLJALEQS,13.05,6.34,79.76,5850.11,,7214.61,177.54,114.39,1.67,4.3,2024-12-31,19
JITFINFRA,21.27,11.09,,,,3329.69,113.0935,92.3356,26.48,4.3,2024-12-31,17
JKCEMENT,18.34,11.17,910.76,7037.25,,14025.47,537.32,391.67,14.72,4.3,2024-12-31,19
JKIL,15.16,18.76,445.18,3368.47,,3900.01,225.3363,182.9066,30.63,4.3,2024-12-31,18
JKLAKSHMI,11.15,6.07,312.99,3885.63,,6744.81,153.17,102.36,4.65,4.3,2024-12-31,18
JKPAPER,11.63,5.12,304.47,5520.53,,8365.41,189.77,107.11,24.7,4.3,2024-12-31,20
JKTYRE,8.06,5.07,210.23,6060.82,,10569.1,201.2,134.03,-2.57,4.0,2024-12-31,17
JLHL,28.08,12.04,235.5,1544.08,,2156.55,75.57,64.934,6.95,1.5,2024-12-31,7
JMA,6.71,13.16,120.26,274.68,,279.51,9.47,9.1926,9.8,4.3,2024-12-31,17
JMCPROJECT,10.24,,,,,,188.52,133.23,47.85,2.0,2022-09-30,9
JMFINANCIL,44.42,,111.44,10657.43,,,92.93,88.6,5.74,4.0,2024-12-31,17
JMTAUTOLTD,-158.16,,,,,,-54.0866,-57.4914,,,2021-03-31,3
JNKINDIA,10.42,5.56,101.45,567.65,,585.51,9.747,8.144,-69.18,0.8,2024-12-31,4
JOCIL,-0.92,-6.33,240.28,213.39,,217.96,-2.0162,-3.4478,8.61,4.3,2024-12-31,18
JPASSOCIAT,-11.21,,,,,,-167.17,-475.88,2.97,4.3,2024-12-31,18
JPINFRATEC,106.52,,,,,,1403.15,1378.59,65.82,4.3,2024-12-31,18
JPOLYINVST,98.85,1.72,1526.78,1604.95,,1789.83,7.71,7.71,126.77,4.3,2024-12-31,18
JPPOWER,35.63,7.06,13.03,8926.73,,16403.1,406.19,289.7,9.38,4.3,2024-12-31,18
JSL,11.33,14.24,240.2,19791.28,,26715.98,1140.55,951.28,29.86,4.3,2024-12-31,18
JSLHISAR,11.79,,,,,,505.37,450.44,31.89,2.3,2022-12-31,10
JSWENERGY,45.71,2.73,175.1,30751.51,,103951.67,1114.89,709.37,5.55,4.3,2024-12-31,19
JSWHL,88.8,0.28,29745.43,33011.48,,37200.0,25.9478,25.9478,-12.0,4.3,2024-12-31,18
JSWINFRA,56.65,11.56,52.17,10877.5,,18410.41,669.56,531.92,30.27,1.3,2024-12-31,7
JSWISPL,6.42,,,,,,107.66,40.11,15.87,2.5,2023-06-30,12
JSWSTEEL,14.92,6.53,409.91,100053.0,,200299.0,4746.0,3271.0,19.7,4.3,2024-12-31,20
JTEKTINDIA,7.63,7.13,42.75,1185.81,,1397.4,45.1642,24.9244,12.44,4.3,2024-12-31,17
JTLIND,8.24,8.7,37.82,1486.6,,1606.57,37.2047,34.9476,-7.15,1.5,2024-12-31,8
JUBILANT,27.41,,,,,,485.46,389.52,,,2020-12-31,2
