symbol,sector,bull_run_score,label,accumulation_score,ml_bull_run_score
VIKRAMSOLR,CAPITAL_GOODS,27.14,NEUTRAL,0.017531475,20.07
MBEL,INFRASTRUCTURE,27.1,NEUTRAL,0.01838219,20.16
VIKASLIFE,CHEMICALS,27.09,NEUTRAL,0.026637094,19.98
DIGIDRIVE,RETAIL,27.07,NEUTRAL,0.022347517,20.04
MAHAPEXLTD,FINANCIAL_SERVICES,27.01,NEUTRAL,0.016852288,20.09
GTPL,MEDIA,26.96,NEUTRAL,0.031076394,20.29
DECCANCE,CEMENT,26.89,NEUTRAL,0.032420643,20.04
ZAGGLE,IT,26.84,NEUTRAL,0.024172964,20.04
SERVOTECH,CAPITAL_GOODS,26.83,NEUTRAL,0.018371169,20.12
SUNDARAM,FMCG,26.81,NEUTRAL,0.0286917,20.01
MOKSH,FMCG,26.78,NEUTRAL,0.016128954,15.38
AKSHAR,TEXTILES,26.76,NEUTRAL,0.037741907,20.03
FIRSTCRY,RETAIL,26.75,NEUTRAL,0.029107105,20.05
TVVISION,MEDIA,26.72,NEUTRAL,0.0586319,20.05
SOMICONVEY,CAPITAL_GOODS,26.7,NEUTRAL,0.015465478,19.97
ANMOL,FINANCIAL_SERVICES,26.65,NEUTRAL,0.013936246,19.83
ATLANTAA,INFRASTRUCTURE,26.59,NEUTRAL,0.031430427,20.17
SHAKTIPUMP,CAPITAL_GOODS,26.58,NEUTRAL,0.0403964,20.09
DIAMINESQ,CHEMICALS,26.58,NEUTRAL,0.020863468,20.04
BELLACASA,TEXTILES,26.58,NEUTRAL,0.03403948,20.17
RPOWER,POWER,26.5,NEUTRAL,0.033959515,20.06
HARDWYN,REALTY,26.45,NEUTRAL,0.035813246,17.74
LEXUS,REALTY,26.42,NEUTRAL,0.050836287,20.09
AIRAN,IT,26.36,NEUTRAL,0.025152013,20.03
KEC,INFRASTRUCTURE,26.32,NEUTRAL,0.035234068,20.03
ACL,CEMENT,26.31,NEUTRAL,0.08877,20.06
NDTV,MEDIA,26.25,NEUTRAL,0.025542837,20.32
ABINFRA,INFRASTRUCTURE,26.22,NEUTRAL,0.045790177,20.07
AKI,TEXTILES,26.19,NEUTRAL,0.06751344,20.28
NARMADA,AGRICULTURE,26.19,NEUTRAL,0.04748185,19.98
ORIENTALTL,REALTY,26.14,NEUTRAL,0.025704343,20.29
RALLIS,CHEMICALS,26.13,NEUTRAL,0.016884439,19.99
HERANBA,CHEMICALS,26.11,NEUTRAL,0.015757173,20.03
MEDICAMEQ,PHARMA,26.08,NEUTRAL,0.011963314,20.06
TRU,FINANCIAL_SERVICES,26.05,NEUTRAL,0.032323826,20.08
VIKASECO,CHEMICALS,26.01,NEUTRAL,0.023400974,20.07
KAMOPAINTS,CHEMICALS,25.97,NEUTRAL,0.028711127,20.04
OSWALGREEN,AUTO,25.87,NEUTRAL,0.014871605,21.45
CELEBRITY,TEXTILES,25.73,NEUTRAL,0.025931519,20.03
RKEC,INFRASTRUCTURE,25.71,NEUTRAL,0.013239954,19.38
SOLEX,CAPITAL_GOODS,25.67,NEUTRAL,0.023622926,20.1
HUBTOWN,REALTY,25.67,NEUTRAL,0.018099098,20.22
SRD,CHEMICALS,25.63,NEUTRAL,0.020643959,20.08
TPHQ,INFRASTRUCTURE,25.6,NEUTRAL,0.027329639,20.08
MCLOUD,IT,25.58,NEUTRAL,0.019499397,20.75
UNIENTER,CHEMICALS,25.54,NEUTRAL,0.031888783,19.34
AFCONS,INFRASTRUCTURE,25.53,NEUTRAL,0.036843594,19.94
TREJHARA,IT,25.51,NEUTRAL,0.031319723,20.04
ALLCARGO,LOGISTICS,25.33,NEUTRAL,0.014521836,20.1
INDOTHAI,FINANCIAL_SERVICES,25.3,NEUTRAL,0.04396761,20.18
SPCENET,TELECOM,25.28,NEUTRAL,0.021294763,20.04
INTENTECH,IT,25.27,NEUTRAL,0.016728068,20.12
GICL,LOGISTICS,25.16,NEUTRAL,0.028494172,20.67
ELITECON,INFRASTRUCTURE,25.11,NEUTRAL,0.061221957,20.33
KELLTONTEC,IT,25.1,NEUTRAL,0.011936809,20.11
TARIL,CAPITAL_GOODS,25.1,NEUTRAL,0.029490512,20.36
DEVIT,IT,25.06,NEUTRAL,0.0203199,20.01
BAJAJINDEF,CAPITAL_GOODS,25.04,NEUTRAL,0.013862806,20.23
COHANCE,PHARMA,25.0,NEUTRAL,0.03373377,21.52
ESSARSHPNG,LOGISTICS,24.95,ACCUMULATION,0.042014062,21.4
INDOUS,PHARMA,24.75,ACCUMULATION,0.012361328,39.35
GENESYS,IT,24.68,ACCUMULATION,0.033995453,20.18
ORCHASP,IT,24.62,ACCUMULATION,0.021200923,20.23
MKPL,FMCG,24.62,MARKDOWN,0.022506457,19.7
AQYLON,MEDIA,24.6,ACCUMULATION,0.09808686,20.2
CEWATER,INFRASTRUCTURE,24.48,MARKDOWN,0.02472364,7.81
AHLADA,REALTY,24.44,ACCUMULATION,0.030728398,20.13
TARAPUR,CAPITAL_GOODS,24.33,MARKDOWN,0.06482422,19.15
SEPC,INFRASTRUCTURE,24.32,MARKDOWN,0.01521093,9.84
LGHL,FMCG,24.19,MARKDOWN,0.028267477,18.86
NETWORK18,FINANCIAL_SERVICES,24.19,MARKDOWN,0.016321722,8.55
RPPINFRA,FINANCIAL_SERVICES,24.13,ACCUMULATION,0.017520815,21.42
NATIONSTD,REALTY,24.11,ACCUMULATION,0.054928888,20.68
INOXWIND,CAPITAL_GOODS,24.1,MARKDOWN,0.026031248,16.13
JLHL,HEALTHCARE,24.09,MARKDOWN,0.10527772,9.18
BALAJEE,CHEMICALS,24.07,MARKDOWN,0.014664186,19.75
CIFL,FINANCIAL_SERVICES,24.0,ACCUMULATION,0.013620351,15.68
SUMEETINDS,REALTY,23.98,ACCUMULATION,0.053070776,20.97
RAJTV,MEDIA,23.81,MARKDOWN,0.025200188,2.83
POCL,METAL,23.77,MARKDOWN,0.042681362,9.39
AWFIS,IT,23.67,MARKDOWN,0.019349543,6.75
CHEMPLASTS,CHEMICALS,23.62,MARKDOWN,0.016346332,1.71
OSWALPUMPS,CAPITAL_GOODS,23.32,MARKDOWN,0.038272694,0.83
SKFINDIA,CAPITAL_GOODS,23.31,ACCUMULATION,0.04290798,20.0
CELLO,FMCG,23.18,MARKDOWN,0.017318428,15.54
AURIONPRO,IT,22.81,MARKDOWN,0.022987815,18.92
PAKKA,CHEMICALS,22.78,MARKDOWN,0.01764873,0.95
KALAMANDIR,RETAIL,22.67,MARKDOWN,0.017301196,4.73
GSLSU,REALTY,22.32,MARKDOWN,0.030230777,0.56
AVROIND,FMCG,22.03,MARKDOWN,0.016471341,1.2
