symbol,close_now,high_52w,low_52w,prox_52w_high,prox_52w_low,dma_20,dma_50,dma_200,vs_dma_20,vs_dma_50,vs_dma_200,trend_signal,vol_20d_avg,rsi,rsi_signal,macd_line,macd_signal,macd_hist,macd_cross,atr_14,atr_pct,bb_upper,bb_lower,bb_mid,bb_pct,bb_width,bb_signal,bb_squeeze,obv_signal,adx,adx_plus_di,adx_minus_di,adx_strength,adx_direction,as_of_date
CYIENT,868.0,1284.7,750.3,-32.44,15.69,852.68,860.82,968.16,1.8,0.83,-10.35,DOWNTREND,543963.0,53.39,NEUTRAL,1.5612,-1.1995,2.7607,BULLISH,23.9304,2.76,880.79,824.58,852.69,77.24,6.59,MID_BAND,False,ACCUMULATING,19.43,22.35,17.07,RANGING,BULLISH,2026-08-17
CYIENTDLM,737.45,743.0,265.2,-0.75,178.07,681.87,568.66,425.71,8.15,29.68,73.23,STRONG_UPTREND,1210028.0,69.08,BULLISH,41.4693,42.873,-1.4036,BEARISH,34.5215,4.68,731.91,631.83,681.87,105.53,14.68,NEAR_UPPER,False,ACCUMULATING,67.26,29.08,5.62,STRONG_TREND,BULLISH,2026-08-17
DABUR,406.8,577.0,402.45,-29.5,1.08,418.15,426.39,467.24,-2.71,-4.59,-12.94,DOWNTREND,2153080.0,37.09,BEARISH,-6.3536,-5.4284,-0.9251,BEARISH,7.6285,1.88,434.96,401.34,418.15,16.23,8.04,MID_BAND,False,DISTRIBUTING,29.09,10.14,30.1,MODERATE_TREND,BEARISH,2026-08-17
DAICHI,329.9,350.0,229.9,-5.74,43.5,286.53,267.32,,15.14,23.41,,INSUFFICIENT_DATA,19135.0,69.69,BULLISH,21.6395,17.5164,4.1232,BULLISH,18.15,5.5,372.28,200.79,286.53,75.29,59.85,MID_BAND,False,ACCUMULATING,46.07,33.9,8.95,STRONG_TREND,BULLISH,2026-08-17
DALBHARAT,1844.0,2496.3,1605.0,-26.13,14.89,1832.54,1771.81,1924.63,0.63,4.07,-4.19,DOWNTREND,199902.0,56.59,BULLISH,15.0912,16.5536,-1.4624,BEARISH,40.337,2.19,1870.65,1794.42,1832.54,65.04,4.16,SQUEEZE,True,DISTRIBUTING,15.04,18.43,20.06,RANGING,BEARISH,2026-08-17
DALMIASUG,459.6,464.4,261.4,-1.03,75.82,389.88,362.62,332.61,17.88,26.74,38.18,STRONG_UPTREND,1036091.0,74.22,OVERBOUGHT,20.6892,15.1009,5.5883,BULLISH,22.5086,4.9,453.12,326.63,389.88,105.12,32.44,NEAR_UPPER,False,ACCUMULATING,42.52,34.0,11.35,STRONG_TREND,BULLISH,2026-08-17
DAMCAPITAL,146.39,286.0,119.22,-48.81,22.79,153.05,153.04,169.31,-4.35,-4.35,-13.54,DOWNTREND,276570.0,40.01,BEARISH,-2.2127,-1.1497,-1.063,BEARISH,4.9588,3.39,161.88,144.22,153.05,12.31,11.54,MID_BAND,False,DISTRIBUTING,13.73,16.22,27.03,RANGING,BEARISH,2026-08-17
DANGEE,2.94,5.08,2.53,-42.13,16.21,2.97,3.1,3.3,-1.01,-5.16,-10.91,DOWNTREND,51463.0,40.97,BEARISH,-0.0491,-0.0539,0.0048,BULLISH,0.1292,4.39,3.05,2.89,2.97,32.42,5.37,MID_BAND,False,ACCUMULATING,15.08,15.27,12.49,RANGING,BULLISH,2026-08-17
DATAMATICS,852.35,1054.0,632.0,-19.13,34.87,846.67,830.12,778.9,0.67,2.68,9.43,STRONG_UPTREND,118588.0,52.02,NEUTRAL,8.4732,8.4982,-0.0251,BEARISH_CROSS,28.5243,3.35,880.95,812.4,846.67,58.28,8.1,MID_BAND,False,ACCUMULATING,28.75,26.35,11.97,MODERATE_TREND,BULLISH,2026-08-17
DATAPATTNS,4528.7,4955.9,2131.0,-8.62,112.52,4468.92,4455.95,3475.81,1.34,1.63,30.29,STRONG_UPTREND,1135646.0,54.15,NEUTRAL,26.4426,19.3859,7.0567,BULLISH,178.6572,3.94,4708.93,4228.91,4468.92,62.45,10.74,SQUEEZE,True,DISTRIBUTING,8.68,20.84,21.05,RANGING,BEARISH,2026-08-17
DAVANGERE,3.2,5.5,2.95,-41.82,8.47,3.17,3.41,3.84,0.95,-6.16,-16.67,DOWNTREND,8035968.0,47.41,NEUTRAL,-0.1064,-0.1163,0.0099,BULLISH_CROSS,0.1211,3.78,3.41,2.94,3.17,55.83,14.86,MID_BAND,False,DISTRIBUTING,22.0,28.37,16.52,MODERATE_TREND,BULLISH,2026-08-17
DBCORP,212.13,287.9,184.51,-26.32,14.97,210.86,205.71,224.42,0.6,3.12,-5.48,DOWNTREND,135891.0,57.97,BULLISH,1.4766,1.5963,-0.1196,BEARISH,5.1667,2.44,214.94,206.78,210.86,65.59,3.87,MID_BAND,False,ACCUMULATING,30.11,20.95,10.82,STRONG_TREND,BULLISH,2026-08-17
DBL,419.6,585.0,381.55,-28.27,9.97,428.93,430.85,443.66,-2.18,-2.61,-5.42,DOWNTREND,1433995.0,45.73,NEUTRAL,-1.8142,0.9654,-2.7796,BEARISH,17.2532,4.11,470.26,387.61,428.94,38.71,19.27,MID_BAND,False,ACCUMULATING,18.4,18.45,22.23,RANGING,BEARISH,2026-08-17
DBOL,121.08,126.6,69.0,-4.36,75.48,108.15,107.7,,11.96,12.42,,INSUFFICIENT_DATA,167914.0,66.46,BULLISH,3.1398,1.5965,1.5434,BULLISH,6.0864,5.03,123.5,92.81,108.15,92.12,28.38,NEAR_UPPER,False,ACCUMULATING,29.56,30.02,10.45,MODERATE_TREND,BULLISH,2026-08-17
DBREALTY,108.51,184.8,83.5,-41.28,29.95,119.87,107.01,,-9.48,1.4,,INSUFFICIENT_DATA,3904658.0,41.76,BEARISH,1.0108,3.812,-2.8012,BEARISH,6.4883,5.98,145.31,94.43,119.87,27.68,42.44,MID_BAND,False,ACCUMULATING,21.42,21.55,28.91,MODERATE_TREND,BEARISH,2026-08-17
DCAL,175.83,321.95,128.5,-45.39,36.83,188.24,185.48,198.41,-6.59,-5.2,-11.38,DOWNTREND,329809.0,39.21,BEARISH,0.3364,1.1455,-0.8091,BEARISH_CROSS,8.7763,4.99,199.3,177.19,188.24,-6.16,11.74,NEAR_LOWER,False,ACCUMULATING,16.74,17.47,29.46,RANGING,BEARISH,2026-08-17
DCBBANK,184.09,205.9,119.51,-10.59,54.04,188.99,186.66,182.18,-2.59,-1.38,1.05,CONSOLIDATING,1613786.0,45.33,NEUTRAL,-0.5167,0.4964,-1.0132,BEARISH,5.8625,3.18,195.91,182.08,188.99,14.56,7.32,MID_BAND,False,ACCUMULATING,16.75,18.85,20.59,RANGING,BEARISH,2026-08-17
DCI,382.35,475.0,208.98,-19.51,82.96,322.85,302.68,,18.43,26.32,,INSUFFICIENT_DATA,52041.0,73.13,OVERBOUGHT,21.0861,16.0141,5.072,BULLISH,24.3747,6.37,401.65,244.04,322.85,87.75,48.82,MID_BAND,False,ACCUMULATING,52.46,32.67,12.28,STRONG_TREND,BULLISH,2026-08-17
DCMFINSERV,5.55,8.15,3.7,-31.9,50.0,5.61,4.86,,-1.07,14.2,,INSUFFICIENT_DATA,85390.0,54.49,NEUTRAL,0.1064,0.1397,-0.0333,BEARISH,0.6417,11.56,7.28,3.95,5.61,48.11,59.35,MID_BAND,False,ACCUMULATING,11.38,20.21,20.11,RANGING,BULLISH,2026-08-17
DCMNVL,173.83,181.63,95.6,-4.29,81.83,158.94,131.03,,9.37,32.66,,INSUFFICIENT_DATA,28332.0,64.92,BULLISH,12.0685,10.9547,1.1138,BULLISH,9.3955,5.4,183.8,134.09,158.94,79.95,31.27,SQUEEZE,True,ACCUMULATING,56.48,31.75,10.78,STRONG_TREND,BULLISH,2026-08-17
DCMSHRIRAM,1018.4,1414.4,945.1,-28.0,7.76,1022.69,1028.46,1121.1,-0.42,-0.98,-9.16,DOWNTREND,211642.0,47.72,NEUTRAL,-6.3037,-6.2839,-0.0198,BEARISH,29.9368,2.94,1056.44,988.93,1022.69,43.65,6.6,MID_BAND,False,ACCUMULATING,25.0,25.42,17.68,MODERATE_TREND,BULLISH,2026-08-17
DCMSIL,74.26,105.27,52.0,-29.46,42.81,,,,,,,INSUFFICIENT_DATA,655483.0,,,,,,,,,,,,,,,False,,,,,,,2026-08-17
DCMSRIND,45.73,181.9,31.9,-74.86,43.35,41.83,40.32,66.9,9.32,13.42,-31.64,DOWNTREND,210979.0,64.61,BULLISH,0.9684,0.7759,0.1925,BULLISH,2.353,5.15,45.76,37.91,41.83,99.66,18.76,NEAR_UPPER,False,ACCUMULATING,31.17,33.28,10.79,STRONG_TREND,BULLISH,2026-08-17
DCW,44.26,78.21,37.11,-43.41,19.27,46.25,47.35,49.86,-4.3,-6.53,-11.23,DOWNTREND,819672.0,37.23,BEARISH,-0.6109,-0.4226,-0.1882,BEARISH,1.3848,3.13,47.97,44.53,46.25,-7.95,7.42,NEAR_LOWER,False,ACCUMULATING,12.1,17.67,25.3,RANGING,BEARISH,2026-08-17
DCXINDIA,173.32,286.0,153.3,-39.4,13.06,179.34,188.27,184.86,-3.36,-7.94,-6.24,DOWNTREND,493692.0,38.32,BEARISH,-4.2732,-4.0665,-0.2067,BEARISH,5.8237,3.36,186.24,172.44,179.34,6.4,7.69,NEAR_LOWER,False,DISTRIBUTING,21.38,14.84,29.14,MODERATE_TREND,BEARISH,2026-08-17
DDEVPLSTIK,269.3,360.0,185.15,-25.19,45.45,281.35,275.74,267.7,-4.28,-2.34,0.6,CONSOLIDATING,217820.0,43.1,BEARISH,1.5551,3.3447,-1.7896,BEARISH,13.3963,4.97,302.36,260.34,281.35,21.33,14.94,MID_BAND,False,ACCUMULATING,24.81,22.83,19.95,MODERATE_TREND,BULLISH,2026-08-17
DECCANCE,544.0,1164.9,525.0,-53.3,3.62,558.34,569.38,660.78,-2.57,-4.46,-17.67,DOWNTREND,22522.0,39.28,BEARISH,-6.3985,-4.9873,-1.4112,BEARISH,18.3477,3.37,584.06,532.61,558.34,22.14,9.22,MID_BAND,False,ACCUMULATING,17.3,19.01,21.94,RANGING,BEARISH,2026-08-17
DECNGOLD,239.9,243.8,114.8,-1.6,108.97,206.42,199.1,,16.22,20.49,,INSUFFICIENT_DATA,2865730.0,70.57,OVERBOUGHT,9.7954,6.8566,2.9388,BULLISH,12.5173,5.22,237.33,175.51,206.42,104.16,29.95,NEAR_UPPER,False,ACCUMULATING,27.8,34.08,12.19,MODERATE_TREND,BULLISH,2026-08-17
DEEDEV,650.55,663.5,183.0,-1.95,255.49,501.49,397.8,,29.72,63.54,,INSUFFICIENT_DATA,486113.0,83.12,OVERBOUGHT,67.3196,53.2596,14.06,BULLISH,33.6121,5.17,670.29,332.69,501.49,94.15,67.32,NEAR_UPPER,False,ACCUMULATING,55.07,43.18,6.38,STRONG_TREND,BULLISH,2026-08-17
DEEPAKFERT,1502.7,1681.0,866.4,-10.61,73.44,1557.92,1558.34,1276.19,-3.54,-3.57,17.75,CONSOLIDATING,485681.0,44.07,BEARISH,-19.4741,-6.8829,-12.5913,BEARISH,54.9423,3.66,1670.03,1445.82,1557.92,25.37,14.39,MID_BAND,False,ACCUMULATING,14.76,22.74,23.89,RANGING,BEARISH,2026-08-17
DEEPAKNTR,1780.5,1904.4,1280.0,-6.51,39.1,1711.08,1666.58,1622.19,4.06,6.84,9.76,STRONG_UPTREND,489448.0,60.03,BULLISH,24.5872,22.4524,2.1348,BULLISH_CROSS,55.3138,3.11,1808.27,1613.89,1711.08,85.71,11.36,MID_BAND,False,ACCUMULATING,27.15,31.79,14.89,MODERATE_TREND,BULLISH,2026-08-17
DEEPINDS,680.7,699.0,330.0,-2.62,106.27,591.67,522.72,452.47,15.05,30.22,50.44,STRONG_UPTREND,995787.0,72.91,OVERBOUGHT,51.2701,45.1601,6.11,BULLISH,29.9386,4.4,756.89,426.45,591.67,76.94,55.85,MID_BAND,False,ACCUMULATING,46.25,32.0,6.7,STRONG_TREND,BULLISH,2026-08-17
DELHIVERY,456.0,524.0,374.45,-12.98,21.78,470.34,476.12,441.45,-3.05,-4.23,3.3,CONSOLIDATING,4003423.0,39.71,BEARISH,-4.8912,-3.2041,-1.6871,BEARISH,13.481,2.96,485.11,455.56,470.34,1.48,6.28,NEAR_LOWER,True,ACCUMULATING,14.68,14.82,23.8,RANGING,BEARISH,2026-08-17
DELTACORP,60.18,97.18,48.3,-38.07,24.6,62.6,64.03,65.66,-3.87,-6.01,-8.35,DOWNTREND,851077.0,33.52,BEARISH,-0.9661,-0.742,-0.2241,BEARISH,1.6792,2.79,64.85,60.35,62.6,-3.73,7.19,NEAR_LOWER,False,DISTRIBUTING,14.24,19.02,22.44,RANGING,BEARISH,2026-08-17
DELTAMAGNT,59.08,92.5,45.51,-36.13,29.82,58.17,59.26,62.18,1.56,-0.3,-4.99,DOWNTREND,22528.0,51.7,NEUTRAL,-0.1036,-0.2929,0.1893,BULLISH,3.02,5.11,60.65,55.68,58.17,68.4,8.54,MID_BAND,False,ACCUMULATING,39.44,17.19,8.06,STRONG_TREND,BULLISH,2026-08-17
DEN,27.78,37.35,22.52,-25.62,23.36,27.37,28.5,28.65,1.5,-2.53,-3.04,DOWNTREND,306503.0,50.52,NEUTRAL,-0.2362,-0.3275,0.0913,BULLISH,0.7343,2.64,27.81,26.93,27.37,96.54,3.22,NEAR_UPPER,False,DISTRIBUTING,10.25,27.14,18.06,RANGING,BULLISH,2026-08-17
DENORA,830.55,960.35,559.0,-13.52,48.58,868.2,862.58,738.93,-4.34,-3.71,12.4,CONSOLIDATING,7920.0,40.5,BEARISH,-4.7865,2.0883,-6.8748,BEARISH,36.8804,4.44,905.79,830.62,868.2,-0.09,8.66,NEAR_LOWER,False,ACCUMULATING,16.92,15.67,20.2,RANGING,BEARISH,2026-08-17
DENTA,287.05,479.6,222.0,-40.15,29.3,334.59,319.55,297.73,-14.21,-10.17,-3.59,DOWNTREND,315427.0,30.92,BEARISH,-4.9045,2.7637,-7.6682,BEARISH,15.7017,5.47,372.69,296.49,334.59,-12.38,22.78,NEAR_LOWER,False,ACCUMULATING,25.84,19.12,35.6,MODERATE_TREND,BEARISH,2026-08-17
DEVIT,26.02,47.99,22.25,-45.78,16.94,26.79,27.37,30.63,-2.87,-4.93,-15.05,DOWNTREND,71941.0,40.44,BEARISH,-0.2798,-0.2281,-0.0518,BEARISH,1.345,5.17,27.84,25.74,26.79,13.39,7.86,MID_BAND,False,ACCUMULATING,20.86,21.97,15.49,MODERATE_TREND,BULLISH,2026-08-17
DEVX,32.88,54.0,29.95,-39.11,9.78,34.08,34.96,38.78,-3.52,-5.95,-15.21,DOWNTREND,102029.0,36.48,BEARISH,-0.3988,-0.3557,-0.0431,BEARISH_CROSS,1.3392,4.07,35.3,32.85,34.08,1.09,7.18,NEAR_LOWER,False,ACCUMULATING,23.56,14.23,16.92,MODERATE_TREND,BEARISH,2026-08-17
DEVYANI,143.65,191.0,91.55,-24.79,56.91,124.36,117.36,121.72,15.51,22.4,18.02,STRONG_UPTREND,8223930.0,73.91,OVERBOUGHT,7.7096,5.3195,2.3901,BULLISH,5.5342,3.85,149.04,99.67,124.36,89.08,39.7,MID_BAND,False,ACCUMULATING,46.62,35.03,4.16,STRONG_TREND,BULLISH,2026-08-17
DGCONTENT,24.33,39.57,21.61,-38.51,12.59,24.77,25.64,28.33,-1.78,-5.11,-14.12,DOWNTREND,36928.0,43.38,BEARISH,-0.2407,-0.2623,0.0216,BULLISH,1.4777,6.07,26.12,23.43,24.77,33.53,10.88,SQUEEZE,True,ACCUMULATING,16.95,15.23,13.93,RANGING,BULLISH,2026-08-17
DHAMPURSUG,170.87,175.12,110.0,-2.43,55.34,149.02,144.86,133.49,14.66,17.96,28.0,STRONG_UPTREND,549256.0,77.32,OVERBOUGHT,5.7462,3.3877,2.3585,BULLISH,6.7591,3.96,168.79,129.25,149.02,105.26,26.53,NEAR_UPPER,False,ACCUMULATING,26.74,32.61,9.78,MODERATE_TREND,BULLISH,2026-08-17
DHANBANK,32.39,36.85,19.45,-12.1,66.53,33.07,33.25,28.01,-2.06,-2.59,15.64,CONSOLIDATING,1849217.0,44.9,BEARISH,-0.3072,-0.2336,-0.0736,BEARISH,1.2084,3.73,35.03,31.12,33.07,32.58,11.82,MID_BAND,False,DISTRIBUTING,21.27,22.12,15.59,MODERATE_TREND,BULLISH,2026-08-17
DHANUKA,997.0,1654.4,889.6,-39.74,12.07,1015.21,1041.75,1087.08,-1.79,-4.3,-8.29,DOWNTREND,47958.0,40.14,BEARISH,-8.1932,-8.8484,0.6552,BULLISH,28.7339,2.88,1038.21,992.21,1015.21,10.41,4.53,MID_BAND,False,ACCUMULATING,17.29,14.22,20.02,RANGING,BEARISH,2026-08-17
DHARMAJ,269.25,376.0,210.65,-28.39,27.82,267.5,266.23,252.66,0.65,1.13,6.57,STRONG_UPTREND,79881.0,51.25,NEUTRAL,2.7288,2.2568,0.472,BULLISH,8.8522,3.29,282.02,252.97,267.5,56.04,10.86,MID_BAND,False,DISTRIBUTING,17.36,16.74,18.1,RANGING,BEARISH,2026-08-17
DHRUV,25.14,61.24,22.02,-58.95,14.17,31.98,31.68,,-21.39,-20.64,,INSUFFICIENT_DATA,12945.0,30.66,BEARISH,-2.4797,-1.2049,-1.2748,BEARISH,2.496,9.93,42.79,21.17,31.98,18.36,67.59,MID_BAND,False,DISTRIBUTING,31.91,9.39,31.66,STRONG_TREND,BEARISH,2026-08-17
DHUNINV,1014.65,1573.1,667.1,-35.5,52.1,919.96,894.74,974.74,10.29,13.4,4.09,STRONG_UPTREND,2705.0,64.83,BULLISH,33.1808,17.6212,15.5597,BULLISH,54.5203,5.37,1048.56,791.35,919.95,86.82,27.96,MID_BAND,False,ACCUMULATING,32.23,35.5,13.35,STRONG_TREND,BULLISH,2026-08-17
DIAMINESQ,235.85,418.8,208.01,-43.68,13.38,246.53,251.08,252.89,-4.33,-6.07,-6.74,DOWNTREND,18391.0,39.81,BEARISH,-3.3532,-2.155,-1.1982,BEARISH,12.9325,5.48,263.52,229.54,246.53,18.58,13.78,MID_BAND,False,ACCUMULATING,19.54,20.02,20.67,RANGING,BEARISH,2026-08-17
DIAMONDYD,1190.4,1245.0,858.9,-4.39,38.6,1158.25,1155.17,1078.2,2.78,3.05,10.41,STRONG_UPTREND,76011.0,55.9,BULLISH,13.7541,11.0604,2.6937,BULLISH,44.0083,3.7,1240.15,1076.35,1158.25,69.63,14.14,MID_BAND,False,ACCUMULATING,26.96,16.99,11.84,MODERATE_TREND,BULLISH,2026-08-17
DICIND,591.95,630.95,450.5,-6.18,31.4,522.95,516.45,515.04,13.19,14.62,14.93,STRONG_UPTREND,19798.0,70.68,OVERBOUGHT,12.6428,4.5927,8.0501,BULLISH,30.6835,5.18,573.62,472.28,522.95,118.09,19.38,NEAR_UPPER,False,ACCUMULATING,24.97,32.11,7.13,MODERATE_TREND,BULLISH,2026-08-17
DIFFNKG,398.4,453.9,216.8,-12.23,83.76,398.61,390.65,317.31,-0.05,1.98,25.56,UPTREND,245932.0,51.07,NEUTRAL,1.1893,4.0552,-2.8659,BEARISH,23.1223,5.8,440.14,357.08,398.61,49.74,20.84,MID_BAND,False,ACCUMULATING,23.33,22.06,22.4,MODERATE_TREND,BEARISH,2026-08-17
DIGIDRIVE,17.52,34.37,16.1,-49.03,8.82,17.76,18.27,22.0,-1.35,-4.11,-20.36,DOWNTREND,23854.0,43.48,BEARISH,-0.2812,-0.2871,0.006,BULLISH_CROSS,0.803,4.58,18.33,17.19,17.76,28.82,6.41,MID_BAND,False,DISTRIBUTING,11.91,12.05,14.06,RANGING,BEARISH,2026-08-17
DIGISPICE,16.62,35.5,14.82,-53.18,12.15,18.56,17.64,,-10.45,-5.78,,INSUFFICIENT_DATA,121393.0,38.58,BEARISH,0.021,0.3832,-0.3621,BEARISH,1.0969,6.6,21.81,15.32,18.56,20.07,34.96,MID_BAND,False,ACCUMULATING,29.81,19.68,26.62,MODERATE_TREND,BEARISH,2026-08-17
DIGITIDE,96.49,209.5,69.9,-53.94,38.04,100.79,96.58,105.44,-4.27,-0.09,-8.49,DOWNTREND,383195.0,43.38,BEARISH,0.6917,1.2408,-0.549,BEARISH,4.9649,5.15,104.94,96.65,100.79,-1.87,8.23,NEAR_LOWER,False,ACCUMULATING,19.35,22.41,22.17,RANGING,BULLISH,2026-08-17
DIGJAMLMTD,50.52,57.36,36.03,-11.92,40.22,46.9,45.67,,7.72,10.62,,INSUFFICIENT_DATA,28711.0,65.28,BULLISH,1.3492,1.046,0.3032,BULLISH,3.1227,6.18,52.95,40.85,46.9,79.9,25.8,MID_BAND,False,ACCUMULATING,30.52,26.87,8.03,STRONG_TREND,BULLISH,2026-08-17
DISAQ,11641.0,12864.0,10851.0,-9.51,7.28,12022.05,11974.04,,-3.17,-2.78,,INSUFFICIENT_DATA,560.0,42.2,BEARISH,-103.9387,-37.9223,-66.0164,BEARISH,361.5552,3.11,12566.73,11477.37,12022.05,15.02,9.06,MID_BAND,False,ACCUMULATING,15.49,13.9,22.31,RANGING,BEARISH,2026-08-17
DISHTV,2.81,5.99,1.82,-53.09,54.4,3.06,2.73,,-8.17,2.93,,INSUFFICIENT_DATA,8126862.0,46.58,NEUTRAL,0.0923,0.1632,-0.0709,BEARISH,0.2252,8.01,4.01,2.1,3.06,37.08,62.29,MID_BAND,False,ACCUMULATING,34.48,31.63,33.06,STRONG_TREND,BEARISH,2026-08-17
DIVGIITTS,1284.45,1318.8,573.7,-2.6,123.89,1034.86,954.02,737.64,24.12,34.64,74.13,STRONG_UPTREND,249806.0,80.65,OVERBOUGHT,84.2668,52.6753,31.5915,BULLISH,57.6855,4.49,1280.44,789.27,1034.86,100.82,47.46,NEAR_UPPER,False,ACCUMULATING,45.63,43.19,4.72,STRONG_TREND,BULLISH,2026-08-17
DIVISLAB,8481.5,8674.0,5636.5,-2.22,50.47,8034.82,7296.69,6587.15,5.56,16.24,28.76,STRONG_UPTREND,541690.0,71.96,OVERBOUGHT,378.4404,374.1759,4.2645,BULLISH,181.3653,2.14,9053.26,7016.39,8034.82,71.93,25.35,MID_BAND,False,ACCUMULATING,59.43,40.33,7.99,STRONG_TREND,BULLISH,2026-08-17
DIXON,14025.0,18471.0,9600.0,-24.07,46.09,14038.4,13191.38,12034.42,-0.1,6.32,16.54,UPTREND,336326.0,54.96,NEUTRAL,217.6058,296.8308,-79.2251,BEARISH,375.6831,2.68,14378.53,13698.27,14038.4,48.03,4.85,MID_BAND,False,DISTRIBUTING,23.04,24.21,19.06,MODERATE_TREND,BULLISH,2026-08-17
DJML,107.44,124.8,52.0,-13.91,106.62,110.6,111.57,,-2.86,-3.7,,INSUFFICIENT_DATA,379498.0,46.71,NEUTRAL,-1.0343,-0.309,-0.7253,BEARISH,7.0886,6.6,118.66,102.55,110.6,30.38,14.57,MID_BAND,False,DISTRIBUTING,19.64,16.2,20.9,RANGING,BEARISH,2026-08-17
DLF,671.0,794.8,489.4,-15.58,37.11,656.39,642.14,631.03,2.23,4.49,6.33,STRONG_UPTREND,3201579.0,57.08,BULLISH,4.7994,4.3812,0.4182,BULLISH_CROSS,16.93,2.52,677.6,635.18,656.39,84.44,6.46,MID_BAND,False,ACCUMULATING,8.65,23.33,19.99,RANGING,BULLISH,2026-08-17
DLINKINDIA,418.7,549.2,367.65,-23.76,13.89,441.29,479.7,439.01,-5.12,-12.72,-4.63,DOWNTREND,93956.0,27.38,OVERSOLD,-15.3614,-14.1137,-1.2477,BEARISH,12.1012,2.89,464.82,417.75,441.29,2.01,10.66,NEAR_LOWER,False,DISTRIBUTING,34.36,10.11,30.16,STRONG_TREND,BEARISH,2026-08-17
DMART,3995.0,4949.5,3529.0,-19.28,13.2,3981.82,4073.02,4028.02,0.33,-1.92,-0.82,DOWNTREND,548490.0,48.08,NEUTRAL,-6.4653,-23.6173,17.152,BULLISH,88.1133,2.21,4126.56,3837.08,3981.82,54.55,7.27,MID_BAND,False,ACCUMULATING,13.6,21.98,22.02,RANGING,BEARISH,2026-08-17
DMCC,293.65,332.9,191.35,-11.79,53.46,281.24,265.59,254.11,4.41,10.57,15.56,STRONG_UPTREND,145075.0,58.48,BULLISH,9.2622,7.9493,1.3129,BULLISH,15.545,5.29,310.8,251.68,281.24,70.99,21.02,MID_BAND,False,ACCUMULATING,43.87,27.12,8.5,STRONG_TREND,BULLISH,2026-08-17
DNAMEDIA,2.69,5.44,2.28,-50.55,17.98,2.79,2.82,3.3,-3.58,-4.61,-18.48,DOWNTREND,58954.0,42.34,BEARISH,-0.0417,-0.0269,-0.0148,BEARISH,0.2016,7.49,2.94,2.63,2.79,18.13,10.92,MID_BAND,False,ACCUMULATING,22.0,11.24,22.26,MODERATE_TREND,BEARISH,2026-08-17
DODLA,1099.5,1500.0,964.1,-26.7,14.04,1056.02,1085.17,1127.11,4.12,1.32,-2.45,DOWNTREND,32605.0,58.94,BULLISH,0.4667,-8.3781,8.8447,BULLISH,32.5742,2.96,1102.66,1009.38,1056.02,96.62,8.83,NEAR_UPPER,False,DISTRIBUTING,22.77,27.91,13.01,MODERATE_TREND,BULLISH,2026-08-17
DOLATALGO,71.18,95.76,64.96,-25.67,9.58,69.03,71.5,76.43,3.11,-0.45,-6.87,DOWNTREND,118369.0,54.79,NEUTRAL,-0.2313,-0.6606,0.4293,BULLISH,2.2366,3.14,71.63,66.43,69.03,91.27,7.54,NEAR_UPPER,False,ACCUMULATING,18.36,24.01,13.59,RANGING,BULLISH,2026-08-17
DOLLAR,268.35,396.0,220.5,-32.23,21.7,267.82,264.32,294.58,0.2,1.52,-8.9,DOWNTREND,193733.0,48.95,NEUTRAL,3.0916,2.9737,0.1179,BULLISH,9.9478,3.71,288.47,247.16,267.82,51.29,15.43,MID_BAND,False,ACCUMULATING,24.24,22.33,15.63,MODERATE_TREND,BULLISH,2026-08-17
DOLPHIN,576.85,585.6,322.0,-1.49,79.15,418.77,397.19,406.2,37.75,45.23,42.01,STRONG_UPTREND,97201.0,87.33,OVERBOUGHT,33.9001,16.6805,17.2196,BULLISH,28.8073,4.99,529.37,308.18,418.77,121.47,52.82,NEAR_UPPER,False,ACCUMULATING,52.62,51.94,2.97,STRONG_TREND,BULLISH,2026-08-17
DOMS,2218.1,2770.0,2023.9,-19.92,9.6,2251.09,2266.23,2356.97,-1.47,-2.12,-5.89,DOWNTREND,52234.0,41.96,BEARISH,-12.7278,-8.3719,-4.3558,BEARISH,49.1235,2.21,2293.26,2208.92,2251.09,10.88,3.75,MID_BAND,False,DISTRIBUTING,6.33,16.36,20.04,RANGING,BEARISH,2026-08-17
DONEAR,87.64,116.51,77.6,-24.78,12.94,85.02,86.57,90.55,3.08,1.24,-3.21,DOWNTREND,20207.0,60.53,BULLISH,-0.0747,-0.5234,0.4487,BULLISH,2.7596,3.15,87.07,82.97,85.02,114.02,4.81,NEAR_UPPER,False,ACCUMULATING,23.93,26.37,11.34,MODERATE_TREND,BULLISH,2026-08-17
DPABHUSHAN,1403.8,1670.0,866.1,-15.94,62.08,1412.78,1178.47,1211.63,-0.64,19.12,15.86,UPTREND,56248.0,55.64,BULLISH,63.225,81.6002,-18.3753,BEARISH,75.7368,5.4,1520.39,1305.17,1412.78,45.83,15.23,SQUEEZE,True,ACCUMULATING,39.28,25.02,17.5,STRONG_TREND,BULLISH,2026-08-17
DRAGARWQ,5294.0,6059.7,4600.0,-12.64,15.09,5157.6,5063.65,,2.64,4.55,,INSUFFICIENT_DATA,1357.0,58.94,BULLISH,92.3208,68.5301,23.7908,BULLISH,172.3264,3.26,5472.19,4843.01,5157.6,71.68,12.2,MID_BAND,False,ACCUMULATING,33.93,24.34,10.66,STRONG_TREND,BULLISH,2026-08-17
