S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%
197.,K-Lifestyle,0.23,,23.51,0.00,-1.13,82.40,0.92,-65.54,-5.85
198.,Indo Cotspin,32.50,,23.21,0.00,-0.03,-200.00,5.97,-5.98,0.92
199.,K K Silk Mills,10.18,4.77,22.84,0.00,1.56,-39.06,135.11,13.15,11.23
200.,Flexituff Vent.,6.93,,22.75,0.00,-69.26,-151.89,0.27,-99.55,-26.79
201.,Rajkamal Synth.,33.75,79.57,22.28,0.00,0.04,-66.67,5.10,311.29,3.20
202.,Valson Industrie,28.52,45.52,21.85,0.00,0.24,-53.85,29.03,-13.21,3.57
203.,Shree Bhavya,23.00,9.58,21.85,0.00,0.66,-26.67,43.82,-9.22,9.15
204.,Padam Cotton,0.98,1.97,21.51,13.27,4.33,91.59,24.41,86.19,47.07
205.,Southern Latex,28.50,74.93,20.98,0.00,0.25,19.05,0.00,,4.78
206.,Patspin India,6.78,,20.96,0.00,-2.80,-12.45,10.58,-6.62,-8.85
207.,Zenith Fibres,52.18,7.05,20.58,1.92,-0.01,98.15,11.31,-22.00,6.81
208.,Source Industrie,17.12,162.67,19.52,0.00,0.06,0.00,0.33,200.00,2.63
209.,NAPS Global,42.80,11.92,18.96,0.00,,,,,
210.,Advance Lifes.,30.40,4.23,18.93,0.00,4.06,1403.70,0.00,,9.94
211.,Winsome Yarns,2.60,,18.38,0.00,-3.66,-94.68,0.78,85.71,-13.51
212.,Piotex Indus.,35.50,27.45,18.12,0.00,0.58,-66.47,23.51,-65.73,4.23
213.,Hisar Spg. Mills,48.20,5.45,18.03,0.00,0.66,-36.54,10.82,0.84,14.51
214.,Uniroyal Ind,21.00,,17.37,0.00,-0.21,-200.00,28.21,-1.12,1.59
215.,Ventura Textiles,8.88,,17.27,0.00,-0.10,87.95,0.00,,
216.,Titaanium Ten,25.50,5.31,17.16,0.00,1.25,-18.06,75.99,17.81,15.91
217.,Prabhhans Inds,27.19,10.36,16.99,0.00,0.33,-36.54,28.43,1.28,14.05
218.,Gujarat Hy-Spin,9.85,330.00,16.50,0.00,0.35,-10.26,46.13,-2.25,4.69
219.,Gajanand Inter.,8.20,386.25,15.45,0.00,-0.05,93.59,57.20,10.87,1.80
220.,Kandagiri Spinng,40.10,,15.44,0.00,-0.75,-247.06,0.49,-46.74,-11.56
221.,RSC Internl.,26.69,,15.35,0.00,-0.07,87.04,0.00,,-256.00
222.,Kallam Textiles,2.78,,14.68,0.00,-19.79,-130.12,71.17,12.29,-4.50
223.,Eurotex Industri,16.30,,14.26,0.00,-0.93,-155.69,0.01,-98.00,0.44
224.,Adinath Textiles,20.67,281.60,14.08,0.00,-0.09,-80.00,0.00,,1.33
225.,Prag Bosimi Syn.,1.85,,13.76,0.00,-3.56,3.52,-0.50,49.49,-3.41
226.,S & T Corporatio,4.31,,13.72,0.00,0.01,102.56,0.75,476.92,0.00
227.,Sri Nacha. Cott.,31.75,,13.65,0.00,-5.07,-731.15,14.88,-18.73,-5.51
228.,Asia Pack,51.10,58.61,13.48,0.00,-0.03,-115.79,0.02,-66.67,1.28
229.,Seasons Textiles,17.70,78.00,13.26,0.00,-0.04,85.71,4.93,-15.87,3.94
230.,Garware Marine,21.85,84.00,12.60,0.00,-0.05,-145.45,0.26,8.33,1.13
231.,Rajas. Petro Syn,7.69,,12.45,0.00,0.01,-98.44,0.06,0.00,
232.,Oxford Industrie,19.34,22.10,11.49,0.00,-0.09,0.00,0.00,-100.00,
233.,Kush Industries,7.25,,11.06,0.00,0.03,400.00,0.00,,-2.61
234.,Shree Mfg. Co.,13.30,,11.04,0.00,-0.08,-214.29,0.00,,
235.,Vijay Textiles,5.79,,10.60,0.00,-3.83,80.03,1.41,-53.77,-2.20
236.,Mid India Inds.,6.35,34.50,10.35,0.00,0.35,975.00,6.93,405.84,
237.,United Leasing,34.20,114.00,10.26,0.00,-0.01,94.44,1.37,-40.17,4.18
238.,RLF,9.62,,9.61,0.00,-0.24,14.29,0.08,-75.76,0.03
239.,Pasari Spinning,6.96,34.29,9.60,0.00,-0.06,-166.67,0.06,-64.71,16.28
240.,GTN Textiles,8.05,,9.37,0.00,-10.21,-1944.44,3.49,,-15.78
241.,Eureka Industrie,10.09,44.15,8.83,0.00,-0.49,-202.08,24.30,-37.92,361.90
242.,Ghushine Fintrra,17.18,850.00,8.50,0.00,0.01,,3.05,-6.73,0.36
243.,Prashant India,20.00,,8.48,0.00,-0.92,-3033.33,0.05,-37.50,-30.15
244.,Sri Lak.Sar.Arni,25.37,,8.45,0.00,-3.79,13.67,20.76,-20.70,-13.79
245.,Sheshadri Indus.,17.00,1.90,8.43,0.00,0.97,-27.07,7.50,44.79,51.26
246.,Haria Apparels,5.45,11.73,8.33,0.00,0.25,-26.47,1.98,,14.67
247.,Nutech Global,24.40,48.88,7.82,0.00,0.01,-90.91,7.02,-7.14,8.36
248.,Jayatma Industri,12.54,,7.74,0.00,-0.25,82.99,2.94,-76.23,-1.46
249.,Suryavanshi Spg.,15.50,14.09,7.61,0.00,-0.61,-88.33,1.75,157.35,15.73
250.,Peeti Securities,20.11,94.25,7.54,0.00,0.09,175.00,7.04,-1.26,0.95
251.,Minaxi Textiles,1.50,4.14,7.41,0.00,0.37,-47.89,6.21,0.32,21.59
252.,Jagjanani Text.,4.71,,7.35,0.00,-0.04,-33.33,0.00,,
253.,Kiran Syntex,16.70,,7.10,0.00,-0.08,-700.00,5.88,591.76,0.00
254.,Prem. Synthetic,15.10,,6.94,0.00,-0.49,-77.12,1.78,-40.86,-4.57
255.,Supertex Inds.,5.70,40.38,6.46,0.00,0.03,104.00,8.32,-22.39,5.53
256.,Amraworld Agrico,0.53,,6.38,0.00,-0.01,97.37,0.00,,-9.96
257.,Amit Internation,3.00,,5.68,0.00,-0.21,-450.00,0.00,,-0.76
258.,Kakatiya Textile,9.00,,5.23,0.00,-2.09,-689.66,8.19,2.25,19.03
259.,United Textiles,16.46,,4.94,0.00,-1.76,-17500.00,-0.01,-100.58,-12.69
260.,Omkar Overseas,9.74,,4.87,0.00,-0.05,-150.00,0.00,,-3000.00
261.,Aananda Lakshmi,12.65,2.68,4.43,0.00,0.29,-83.39,0.64,-56.46,
262.,Suncity Synth.,7.91,,3.91,0.00,-0.06,-700.00,0.32,3100.00,
263.,Rajvir Inds.,7.60,,3.04,0.00,-8.52,2.29,6.45,-15.91,
264.,Alka India,4.38,15.83,2.85,0.00,0.82,315.79,2.50,,0.53
265.,Sybly Industries,1.69,,1.55,0.00,-0.02,-100.58,0.00,,-1.54
